DATE,UNE,SUBMARCA,CATEGORIA,RATE_CATEGORY_MODA
2020-12-01,BOLSO,CLOEGIRLS,moda,1.0
2020-12-01,BOLSO,CLOEGIRLS,basico,0.0
2020-1-01,BOLSO,LUCENTZZA,moda,1.0
2020-1-01,BOLSO,LUCENTZZA,basico,0.0
2020-2-01,BOLSO,LUCENTZZA,moda,1.0
2020-2-01,BOLSO,LUCENTZZA,basico,0.0
2020-3-01,BOLSO,LUCENTZZA,moda,1.0
2020-3-01,BOLSO,LUCENTZZA,basico,0.0
2020-4-01,BOLSO,LUCENTZZA,moda,1.0
2020-4-01,BOLSO,LUCENTZZA,basico,0.0
2020-5-01,BOLSO,LUCENTZZA,moda,1.0
2020-5-01,BOLSO,LUCENTZZA,basico,0.0
2020-6-01,BOLSO,LUCENTZZA,moda,1.0
2020-6-01,BOLSO,LUCENTZZA,basico,0.0
2020-7-01,BOLSO,LUCENTZZA,moda,1.0
2020-7-01,BOLSO,LUCENTZZA,basico,0.0
2020-8-01,BOLSO,LUCENTZZA,moda,1.0
2020-8-01,BOLSO,LUCENTZZA,basico,0.0
2020-9-01,BOLSO,LUCENTZZA,moda,1.0
2020-9-01,BOLSO,LUCENTZZA,basico,0.0
2020-10-01,BOLSO,LUCENTZZA,moda,1.0
2020-10-01,BOLSO,LUCENTZZA,basico,0.0
2020-11-01,BOLSO,LUCENTZZA,moda,1.0
2020-11-01,BOLSO,LUCENTZZA,basico,0.0
2020-12-01,BOLSO,LUCENTZZA,moda,1.0
2020-12-01,BOLSO,LUCENTZZA,basico,0.0
2020-1-01,BILLETERA,LUCENTZZA,moda,1.0
2020-1-01,BILLETERA,LUCENTZZA,basico,0.0
2020-2-01,BILLETERA,LUCENTZZA,moda,1.0
2020-2-01,BILLETERA,LUCENTZZA,basico,0.0
2020-3-01,BILLETERA,LUCENTZZA,moda,1.0
2020-3-01,BILLETERA,LUCENTZZA,basico,0.0
2020-4-01,BILLETERA,LUCENTZZA,moda,1.0
2020-4-01,BILLETERA,LUCENTZZA,basico,0.0
2020-5-01,BILLETERA,LUCENTZZA,moda,1.0
2020-5-01,BILLETERA,LUCENTZZA,basico,0.0
2020-6-01,BILLETERA,LUCENTZZA,moda,1.0
2020-6-01,BILLETERA,LUCENTZZA,basico,0.0
2020-7-01,BILLETERA,LUCENTZZA,moda,1.0
2020-7-01,BILLETERA,LUCENTZZA,basico,0.0
2020-8-01,BILLETERA,LUCENTZZA,moda,1.0
2020-8-01,BILLETERA,LUCENTZZA,basico,0.0
2020-9-01,BILLETERA,LUCENTZZA,moda,1.0
2020-9-01,BILLETERA,LUCENTZZA,basico,0.0
2020-10-01,BILLETERA,LUCENTZZA,moda,1.0
2020-10-01,BILLETERA,LUCENTZZA,basico,0.0
2020-11-01,BILLETERA,LUCENTZZA,moda,1.0
2020-11-01,BILLETERA,LUCENTZZA,basico,0.0
2020-12-01,BILLETERA,LUCENTZZA,moda,1.0
2020-12-01,BILLETERA,LUCENTZZA,basico,0.0
